probe,gene,chr,s1,s2
202192_s_at,GAS7,chr17,9813925,9929578
202193_at,LIMK2,chr22,31608249,31676064
202194_at,TMED5,chr1,93617402,93646485
202195_s_at,TMED5,chr1,93619906,93645940
202196_s_at,DKK3,chr11,11984652,12030156
202197_at,MTMR3,chr22,30279238,30423832
202198_s_at,MTMR3,chr22,30374429,30421806
202199_s_at,SRPK1,chr6,35800743,35888842
202200_s_at,SRPK1,chr6,35800810,35888842
202201_at,BLVRB,chr19,40953700,40971677
202202_s_at,LAMA4,chr6,112430076,112575802
202203_s_at,AMFR,chr16,56395392,56401398
202204_s_at,AMFR,chr16,56395921,56459303
202205_at,VASP,chr19,46010799,46030238
202206_at,ARL4C,chr2,235401681,235405622
202207_at,ARL4C,chr2,235401681,235405622
202208_s_at,ARL4C,chr2,235403805,235405204
202209_at,LSM3,chr3,14220336,14239836
202210_x_at,GSK3A,chr19,42734345,42746731
202211_at,ARFGAP3,chr22,43192535,43253219
202212_at,PES1,chr22,30972622,30987875
202213_s_at,CUL4B,chrX,119658473,119693733
202214_s_at,CUL4B,chrX,119658473,119693733
202215_s_at,NFYC,chr1,41157364,41237273
202216_x_at,NFYC,chr1,41157392,41236778
202217_at,C21orf33,chr21,45553495,45565592
202218_s_at,FADS2,chr11,61595856,61634819
202219_at,SLC6A8,chrX,152953391,152962040
202220_at,KIAA0907,chr1,155882835,155904190
202221_s_at,EP300,chr22,41487789,41576081
202222_s_at,DES,chr2,220283104,220291441
202223_at,STT3A,chr11,125462741,125490953
202224_at,CRK,chr17,1323986,1359512
202225_at,CRK,chr17,1323986,1359512
202226_s_at,CRK,chr17,1326276,1359509
202227_s_at,BRD8,chr5,137492585,137513356
202228_s_at,NPTN,chr15,73852362,73925694
202229_s_at,CHERP,chr19,16628704,16653341
202230_s_at,CHERP,chr19,16628706,16652855
202231_at,EIF3M,chr11,32605383,32624011
202232_s_at,EIF3M,chr11,32605383,32624011
202233_s_at,UQCRH,chr1,46769407,46782445
202234_s_at,SLC16A1,chr1,113454468,113498794
202235_at,SLC16A1,chr1,113454468,113498794
202236_s_at,SLC16A1,chr1,113455449,113471942
202237_at,NNMT,chr11,114167171,114183238
202238_s_at,NNMT,chr11,114167171,114183238
202239_at,PARP4,chr13,24995069,25086948
202240_at,PLK1,chr16,23690190,23701632
202241_at,TRIB1,chr8,126442871,126450643
202242_at,TSPAN7,chrX,38420796,38548171
202243_s_at,PSMB4,chr1,151372040,151374412
202244_at,PSMB4,chr1,151372040,151374412
202245_at,LSS,chr21,47609038,47648676
202246_s_at,CDK4,chr12,58142005,58146164
202247_s_at,MTA1,chr14,105905006,105937064
202248_at,E2F4,chr16,67226103,67232820
202249_s_at,DCAF8,chr1,160185509,160232241
202250_s_at,DCAF8,chr1,160185510,160231979
202251_at,PRPF3,chr1,150297350,150325668
202252_at,RAB13,chr1,153954126,153958828
202253_s_at,DNM2,chr19,10828773,10942579
202254_at,SIPA1L1,chr14,71996041,72207928
202255_s_at,SIPA1L1,chr14,71996041,72206118
202256_at,CD2BP2,chr16,30362086,30366658
202257_s_at,CD2BP2,chr16,30364168,30366627
202258_s_at,N4BP2L2,chr13,33090827,33112932
202259_s_at,N4BP2L2,chr13,33091030,33112919
202260_s_at,STXBP1,chr9,130374567,130454995
202261_at,VPS72,chr1,151148933,151162640
202262_x_at,DDAH2,chr6,31694817,31698039
202263_at,CYB5R1,chr1,202931003,202936356
202264_s_at,TOMM40,chr19,45394493,45406935
202265_at,BMI1,chr10,22610165,22620222
202266_at,TDP2,chr6,24650205,24667107
202267_at,LAMC2,chr1,183155398,183214039
202268_s_at,NAE1,chr16,66836780,66864869
202269_x_at,GBP1,chr1,89518878,89531043
202270_at,GBP1,chr1,89518004,89530891
202271_at,FBXO28,chr1,224301812,224349748
202272_s_at,FBXO28,chr1,224301812,224347246
202273_at,PDGFRB,chr5,149493430,149535310
202274_at,ACTG2,chr2,74120134,74146779
202275_at,G6PD,chrX,153759605,153775469
202276_at,C7orf76,chr7,96318080,96339203
202277_at,SPTLC1,chr9,94793425,94877675
202278_s_at,SPTLC1,chr9,94794566,94877652
202279_at,C14orf2,chr14,104378626,104387866
202280_at,---,chr4,843064,926120
202281_at,GAK,chr4,843065,925975
202282_at,HSD17B10,chrX,53458209,53461320
202283_at,SERPINF1,chr17,1673236,1680857
202284_s_at,CDKN1A,chr6,36646505,36655108
202285_s_at,TACSTD2,chr1,59040642,59043445
202286_s_at,TACSTD2,chr1,59040642,59043445
202287_s_at,TACSTD2,chr1,59040642,59043445
202288_at,MTOR,chr1,11166592,11322566
202289_s_at,TACC2,chr10,123923358,124014053
202290_at,PDAP1,chr12,119632654,119633471
202291_s_at,MGP,chr12,15034827,15038768
202292_x_at,LYPLA2,chr1,24117645,24122026
202293_at,STAG1,chr3,136055077,136471209
202294_at,STAG1,chr3,136055077,136471209
202295_s_at,CTSH,chr15,79214115,79237351
202296_s_at,RER1,chr1,2327229,2334618
202297_s_at,RER1,chr1,2323271,2335188
202298_at,NDUFA1,chrX,119005733,119010618
202299_s_at,LAMTOR5,chr1,110943878,110950297
202300_at,LAMTOR5,chr1,110943878,110950297
202301_s_at,RSRC2,chr12,122989272,123011526
202302_s_at,RSRC2,chr12,122989605,123003533
202303_x_at,SMARCA5,chr4,144434875,144474566
202304_at,FNDC3A,chr13,49742640,49783728
202305_s_at,FEZ2,chr2,36779396,36825302
202306_at,POLR2G,chr11,62529014,62534181
202307_s_at,TAP1,chr6,32812986,32821623
202308_at,SREBF1,chr17,17715391,17740294
202309_at,MTHFD1,chr14,64855092,64926721
202310_s_at,COL1A1,chr17,48260649,48278993
202311_s_at,COL1A1,chr17,48260649,48278993
202312_s_at,COL1A1,chr17,48260649,48278993
202313_at,PPP2R2A,chr8,26149230,26228610
202314_at,CYP51A1,chr7,91741465,91763800
202315_s_at,BCR,chr22,23522698,23658144
202316_x_at,UBE4B,chr1,10093027,10241294
202317_s_at,UBE4B,chr1,10093653,10241294
202318_s_at,SENP6,chr6,76312225,76425606
202319_at,SENP6,chr6,76312240,76426181
202320_at,GTF3C1,chr16,27472068,27561274
202321_at,GGPS1,chr1,235491871,235507842
202322_s_at,GGPS1,chr1,235491947,235506410
202323_s_at,ACBD3,chr1,226332381,226374431
202324_s_at,ACBD3,chr1,226332381,226374431
202325_s_at,ATP5J,chr21,27096811,27102106
202326_at,EHMT2,chr6,31847538,31860689
202327_s_at,PKD1,chr16,2138708,2185899
202328_s_at,PKD1,chr16,2138710,2185899
202329_at,CSK,chr15,75074714,75095504
202330_s_at,UNG,chr12,109536025,109548797
202331_at,BCKDHA,chr19,41903722,41930906
202332_at,CSNK1E,chr22,38689260,38710175
202333_s_at,UBE2B,chr5,133706855,133727683
202334_s_at,UBE2B,chr5,133706855,133727683
202335_s_at,UBE2B,chr5,133706869,133727683
202336_s_at,PAM,chr5,102201713,102365404
202337_at,PMF1,chr1,156182815,156209826
202338_at,TK1,chr17,76170180,76183131
202339_at,SYMPK,chr19,46318721,46366367
202340_x_at,NR4A1,chr12,52445246,52453284
202341_s_at,TRIM2,chr4,154125589,154260469
202342_s_at,TRIM2,chr4,154125617,154260474
202343_x_at,COX5B,chr2,98262546,98264654
202344_at,HSF1,chr8,145515279,145538379
202345_s_at,FABP5,chr13,52540832,52541476
202346_at,UBE2K,chr4,39699870,39781582
202347_s_at,UBE2K,chr4,39699870,39780338
202348_s_at,TOR1A,chr9,132575864,132586403
202349_at,TOR1A,chr9,132575222,132586406
202350_s_at,MATN2,chr8,98900204,99048440
202351_at,ITGAV,chr2,187454789,187545625
202352_s_at,PSMD12,chr17,65334032,65362709
202353_s_at,PSMD12,chr17,65334032,65362678
202354_s_at,GTF2F1,chr19,6379654,6393685
202355_s_at,GTF2F1,chr19,6380261,6393151
202356_s_at,GTF2F1,chr19,5570204,6393184
202357_s_at,CFB,chr6,31913958,31919860
202358_s_at,SNX19,chr11,130745773,130786362
202359_s_at,SNX19,chr11,130745774,130786362
202360_at,MAML1,chr5,179159850,179204281
202361_at,SEC24C,chr10,75506388,75531917
202362_at,RAP1A,chr1,112084839,112255735
202363_at,SPOCK1,chr5,136310991,136834249
202364_at,MXI1,chr10,111985927,112046250
202365_at,UNC119B,chr12,121160998,121161442
202366_at,ACADS,chr12,121163665,121177810
202367_at,CUX1,chr7,101459291,101927181
202368_s_at,TRAM2,chr6,52362205,52441792
202369_s_at,TRAM2,chr6,52362206,52441788
202370_s_at,CBFB,chr16,67063299,67134956
202371_at,TCEAL4,chrX,102840419,102842443
202372_at,RAB3GAP2,chr1,220321634,220445752
202373_s_at,RAB3GAP2,chr1,220323726,220445752
202374_s_at,RAB3GAP2,chr1,220324550,220445721
202375_at,SEC24D,chr4,119643978,119757254
202376_at,SERPINA3,chr14,95080767,95090391
202377_at,LEPROT,chr1,65886337,65899489
202378_s_at,LEPROT,chr1,65886337,65898250
202379_s_at,NKTR,chr3,42642105,42690028
202380_s_at,NKTR,chr3,42642105,42690027
202381_at,ADAM9,chr8,38854504,38962520
202382_s_at,GNPDA1,chr5,141380241,141391606
202383_at,KDM5C,chrX,53221452,53254604
202384_s_at,TCOF1,chr5,149737216,149779859
202385_s_at,TCOF1,chr5,149737234,149779855
202386_s_at,KIAA0430,chr16,15688243,15725361
202387_at,BAG1,chr9,33255025,33264737
202388_at,RGS2,chr1,192778170,192781403
202389_s_at,HTT,chr4,3076236,3242384
202390_s_at,HTT,chr4,3076236,3245689
202391_at,BASP1,chr5,17217890,17276742
202392_s_at,PISD,chr22,32014480,32022003
202393_s_at,KLF10,chr8,103661020,103667952
202394_s_at,ABCF3,chr3,183903885,183911793
202395_at,NSF,chr17,44668081,44834826
202396_at,TCERG1,chr5,145826912,145891068
202397_at,NUTF2,chr16,67880818,67905218
202398_at,AP3S2,chr15,90376788,90437203
202399_s_at,AP3S2,chr15,90377529,90437211
202400_s_at,SRF,chr6,43138832,43149242
202401_s_at,SRF,chr6,43139036,43149243
202402_s_at,CARS,chr11,3022275,3078614
202403_s_at,COL1A2,chr7,94023872,94060537
202404_s_at,COL1A2,chr7,94024206,94060544
202405_at,TIAL1,chr10,121334131,121356022
202406_s_at,TIAL1,chr10,121334913,121356022
202407_s_at,PRPF31,chr19,54618852,54635144
202408_s_at,PRPF31,chr19,54621648,54635143
202409_at,IGF2,chr11,2150346,2160002
202410_x_at,IGF2,chr11,2153955,2160002
202411_at,IFI27,chr14,94577975,94583032
202412_s_at,USP1,chr1,62902382,62919996
202413_s_at,USP1,chr1,62903039,62917406
202414_at,ERCC5,chr13,103498419,103528345
202415_s_at,HSPBP1,chr19,55773714,55791473
202416_at,DNAJC7,chr17,40128489,40169430
202417_at,KEAP1,chr19,10596801,10613437
202418_at,YIF1A,chr11,66052051,66056572
202419_at,KDSR,chr18,60997832,61034458
202420_s_at,DHX9,chr1,182808540,182856882
202421_at,IGSF3,chr1,117117029,117209331
202422_s_at,ACSL4,chrX,108884565,108976619
202423_at,KAT6A,chr8,41788272,41909478
202424_at,MAP2K2,chr19,4090321,4124126
202425_x_at,PPP3CA,chr4,101946476,102268101
202426_s_at,RXRA,chr9,137218407,137332431
202427_s_at,MPC2,chr1,167887310,167905233
202428_x_at,DBI,chr2,120125160,120130116
202429_s_at,PPP3CA,chr4,101944586,102268040
202430_s_at,PLSCR1,chr3,146232967,146262496
202431_s_at,MYC,chr8,128748329,128753447
202432_at,PPP3CB,chr10,75196611,75255754
202433_at,SLC35B1,chr17,47778689,47785282
202434_s_at,CYP1B1,chr2,38294651,38303710
202435_s_at,CYP1B1,chr2,38294651,38303710
202436_s_at,CYP1B1,chr2,38294651,38303710
202437_s_at,CYP1B1,chr2,38294745,38303292
202438_x_at,IDS,chrX,148562863,148586966
202439_s_at,IDS,chrX,148563757,148586966
202440_s_at,ST5,chr11,8714897,8832882
202441_at,ERLIN1,chr10,101909850,101945790
202442_at,AP3S1,chr5,115177649,115249773
202443_x_at,NOTCH2,chr1,120454177,120612261
202444_s_at,ERLIN1,chr10,101911564,101945790
202445_s_at,NOTCH2,chr1,120454177,120612032
202446_s_at,PLSCR1,chr3,146232966,146262518
202447_at,DECR1,chr8,91013579,91064227
202448_s_at,ZER1,chr9,131492064,131534220
202449_s_at,RXRA,chr9,137218409,137332425
202450_s_at,CTSK,chr1,150768724,150780737
202451_at,GTF2H1,chr11,18344142,18388576
202452_at,ZER1,chr9,131492064,131534220
202453_s_at,GTF2H1,chr11,18344248,18387608
202454_s_at,ERBB3,chr12,56473886,56496587
202455_at,HDAC5,chr17,42155663,42188169
202456_s_at,ZER1,chr9,131493405,131517882
202457_s_at,PPP3CA,chr4,101944587,102268353
202458_at,PRSS23,chr11,86511602,86520212
202459_s_at,LPIN2,chr18,2916996,3011945
202460_s_at,LPIN2,chr18,2916999,3011945
202461_at,EIF2B2,chr14,75469647,75476292
202462_s_at,DDX46,chr5,134094484,134164893
202463_s_at,MBD3,chr19,1576677,1592652
202464_s_at,PFKFB3,chr10,6245121,6277501
202465_at,PCOLCE,chr7,100199989,100205794
202466_at,PAPD7,chr5,6737619,6757156
202467_s_at,COPS2,chr15,49419541,49447781
202468_s_at,CTNNAL1,chr9,111704850,111775764
202469_s_at,CPSF6,chr12,69633356,69665627
202470_s_at,CPSF6,chr12,69633399,69665023
202471_s_at,IDH3G,chrX,153051221,153059967
202472_at,MPI,chr15,75182409,75190565
202473_x_at,HCFC1,chrX,153213007,153236635
202474_s_at,HCFC1,chrX,153213007,153230177
202475_at,TMEM147,chr19,36036541,36038428
202476_s_at,TUBGCP2,chr10,135093139,135116485
202477_s_at,TUBGCP2,chr10,135093195,135116485
202478_at,TRIB2,chr2,12857207,12882856
202479_s_at,TRIB2,chr2,12857947,12881530
202480_s_at,DEDD,chr1,161091814,161094302
202481_at,DHRS3,chr1,12627939,12677406
202482_x_at,RANBP1,chr22,20104919,20114876
202483_s_at,RANBP1,chr22,20105023,20114704
202484_s_at,MBD2,chr18,51681210,51751158
202485_s_at,MBD2,chr18,51680574,51751158
202486_at,AFG3L2,chr18,12329107,12377194
202487_s_at,H2AFV,chr15,93276869,93277445
202488_s_at,FXYD3,chr19,35606798,35615227
202489_s_at,FXYD3,chr19,35607221,35614555
202490_at,IKBKAP,chr9,111629800,111696398
202491_s_at,IKBKAP,chr9,111630914,111696390
202492_at,ATG9A,chr2,220084102,220091655
202493_x_at,CSH1,chr17,61972272,61973987
202494_at,PPIE,chr1,40204561,40219375
202495_at,TBCC,chr6,42712259,42713834
202496_at,EDC4,chr16,67912714,67918395
202497_x_at,SLC2A3,chr12,8071825,8088871
202498_s_at,SLC2A3,chr12,8071825,8088871
202499_s_at,SLC2A3,chr12,8071826,8088871
202500_at,DNAJB2,chr2,220144530,220151612
202501_at,MAPRE2,chr18,32621390,32721815
202502_at,ACADM,chr1,76189082,76229183
202503_s_at,KIAA0101,chr15,64657789,64673631
202504_at,TRIM29,chr11,119981994,120008863
202505_at,SNRPB2,chr20,16710719,16721862
202506_at,SSFA2,chr2,182783586,182795252
202507_s_at,SNAP25,chr20,10256071,10287059
202508_s_at,SNAP25,chr20,10199489,10288065
202509_s_at,TNFAIP2,chr14,103590104,103603773
202510_s_at,TNFAIP2,chr14,103592663,103603776
202511_s_at,ATG5,chr6,106632284,106773668
202512_s_at,ATG5,chr6,106632350,106773668
202513_s_at,PPP2R5D,chr6,42952326,42980076
202514_at,DLG1,chr3,196769431,197025447
202515_at,DLG1,chr3,196769431,197025447
202516_s_at,DLG1,chr3,196771422,197025447
202517_at,CRMP1,chr4,5822514,5890143
202518_at,BCL7B,chr7,72950685,72971944
202519_at,MLXIP,chr12,122617829,122628965
202520_s_at,MLH1,chr3,37035017,37092336
202521_at,CTCF,chr16,67596462,67673079
202522_at,PITPNB,chr22,28247419,28315467
202523_s_at,SPOCK2,chr10,73818792,73848528
202524_s_at,SPOCK2,chr10,73818792,73848767
202525_at,PRSS8,chr16,31142755,31147048
202526_at,SMAD4,chr18,48556611,48607113
202527_s_at,SMAD4,chr18,48573288,48605731
202528_at,GALE,chr1,24122089,24125926
202529_at,PRPSAP1,chr17,74307014,74349931
202530_at,MAPK14,chr6,35995572,36078535
202531_at,IRF1,chr5,131818779,131826427
202532_s_at,DHFR,chr18,23748474,23751305
202533_s_at,DHFR,chr5,79924809,79950790
202534_x_at,DHFR,chr5,79922047,79950816
202535_at,FADD,chr11,70049442,70053461
202536_at,CHMP2B,chr3,87276434,87304649
202537_s_at,CHMP2B,chr3,87276474,87303076
202538_s_at,CHMP2B,chr3,87276443,87304064
202539_s_at,HMGCR,chr5,74633045,74657924
202540_s_at,HMGCR,chr5,74638405,74657925
202541_at,AIMP1,chr4,107237696,107269745
202542_s_at,AIMP1,chr4,107246141,107268918
202543_s_at,GMFB,chr14,54943863,54955698
202544_at,GMFB,chr14,54941208,54955741
202545_at,PRKCD,chr3,53195405,53226297
202546_at,VAMP8,chr2,85806130,85808898
202547_s_at,ARHGEF7,chr13,111806084,111958079
202548_s_at,ARHGEF7,chr13,111806084,111958078
202549_at,VAPB,chr20,56964177,57021963
202550_s_at,VAPB,chr20,56964368,57020607
202551_s_at,CRIM1,chr2,36583396,36778277
202552_s_at,CRIM1,chr2,36583396,36778277
202553_s_at,SYF2,chr1,25549171,25558974
202554_s_at,GSTM3,chr1,110278352,110283629
202555_s_at,MYLK,chr3,123332891,123420361
202556_s_at,MCRS1,chr12,49952088,49961533
202557_at,HSPA13,chr21,15743435,15755476
202558_s_at,HSPA13,chr21,15745161,15755476
202559_x_at,CHTOP,chr1,153616948,153618781
202560_s_at,CHTOP,chr1,153616948,153618775
202561_at,TNKS,chr8,9412689,9639856
202562_s_at,C14orf1,chr14,76117238,76127196
202563_at,C14orf1,chr14,76116278,76127159
202564_x_at,ARL2,chr11,64781668,64789655
202565_s_at,SVIL,chr10,29746276,30024730
202566_s_at,SVIL,chr10,29746964,29852179
202567_at,SNRPD3,chr22,24951971,24968104
202568_s_at,MARK3,chr14,103852196,103970168
202569_s_at,MARK3,chr14,103852196,103970163
202570_s_at,DLGAP4,chr20,34995443,35157040
202571_s_at,DLGAP4,chr20,34995443,35157040
202572_s_at,DLGAP4,chr20,34995443,35157036
202573_at,CSNK1G2,chr19,1941190,1981337
202574_s_at,CSNK1G2,chr19,1969541,1980464
202575_at,CRABP2,chr1,156669409,156675375
202576_s_at,DDX19A,chr16,70380773,70407644
202577_s_at,DDX19A,chr16,70380821,70407279
202578_s_at,DDX19A,chr16,70380773,70406552
202579_x_at,HMGN4,chr6,26544865,26546724
202580_x_at,FOXM1,chr12,2966849,2983693
202581_at,HSPA1A,chr6,31795575,31798031
202582_s_at,RANBP9,chr6,13621730,13711334
202583_s_at,RANBP9,chr6,13622185,13711485
202584_at,NFX1,chr9,33294533,33371155
202585_s_at,NFX1,chr9,33294533,33370165
202586_at,POLR2L,chr11,839789,842541
202587_s_at,AK1,chr9,130630120,130639942
202588_at,AK1,chr9,130628668,130639941
202589_at,TYMS,chr18,657650,673492
202590_s_at,PDK2,chr17,48172685,48188732
202591_s_at,SSBP1,chr7,141438175,141450257
202592_at,BLOC1S1,chr12,56109820,56113484
202593_s_at,GDE1,chr16,19514707,19533406
202594_at,LEPROTL1,chr8,29952944,29965580
202595_s_at,LEPROTL1,chr8,29952985,29963576
202596_at,ENSA,chr1,150594603,150602046
202597_at,IRF6,chr1,209958958,209979432
202598_at,S100A13,chr1,153591283,153599010
202599_s_at,NRIP1,chr21,16333561,16340799
202600_s_at,NRIP1,chr21,16333560,16437255
202601_s_at,HTATSF1,chrX,135579689,135594505
202602_s_at,HTATSF1,chrX,135579786,135594501
202603_at,ADAM10,chr15,58887404,59042177
202604_x_at,ADAM10,chr15,58889076,59042177
202605_at,GUSB,chr7,65425674,65447196
202606_s_at,TLK1,chr2,171848569,172017145
202607_at,NDST1,chr5,149865893,149937772
202608_s_at,NDST1,chr5,149887753,149933449
202609_at,EPS8,chr12,15773097,15942282
202610_s_at,MED14,chrX,40510530,40594737
202611_s_at,MED14,chrX,40507557,40594787
202612_s_at,MED14,chrX,40507557,40594783
202613_at,CTPS1,chr1,41445442,41478228
202614_at,SLC30A9,chr4,41992548,42089538
202615_at,GNAQ,chr9,80333284,80646374
202616_s_at,MECP2,chrX,153287024,153363148
202617_s_at,IRAK1,chrX,153287263,153363129
202618_s_at,MECP2,chrX,153295690,153357742
202619_s_at,PLOD2,chr3,145787226,145878958
202620_s_at,PLOD2,chr3,145787231,145878776
202621_at,IRF3,chr19,50162828,50168925
202622_s_at,ATXN2,chr12,111890254,112037480
202623_at,EAPP,chr14,34985217,35008917
202624_s_at,CABIN1,chr22,24407764,24574596
202625_at,LYN,chr8,56791985,56924592
202626_s_at,LYN,chr8,56792371,56923131
202627_s_at,SERPINE1,chr7,100770379,100782533
202628_s_at,SERPINE1,chr7,100770451,100782306
202629_at,APPBP2,chr17,58520518,58603583
202630_at,APPBP2,chr17,58520518,58603583
202631_s_at,APPBP2,chr17,58524599,58603577
202632_at,DPH1,chr17,1933405,1946716
202633_at,TOPBP1,chr3,133319486,133380684
202634_at,POLR2K,chr8,101162825,101166231
202635_s_at,POLR2K,chr8,101162897,101165659
202636_at,RNF103,chr2,86830522,86850936
202637_s_at,ICAM1,chr19,10381763,10397290
202638_s_at,ICAM1,chr19,10381778,10397291
202639_s_at,RANBP3,chr19,5916149,5978151
202640_s_at,RANBP3,chr19,5916153,5978113
202641_at,ARL3,chr10,104436314,104465247
202642_s_at,TRRAP,chr7,98476112,98610839
202643_s_at,TNFAIP3,chr6,138188458,138204449
202644_s_at,TNFAIP3,chr6,138188580,138204442
202645_s_at,MEN1,chr11,64570995,64578188
202646_s_at,CSDE1,chr1,115249510,115259988
202647_s_at,NRAS,chr1,115249584,115259515
202648_at,RPS19,chr20,18485244,18485765
202649_x_at,RPS19,chr19,42364843,42375482
202650_s_at,TMEM94,chr17,73452735,73496163
202651_at,LPGAT1,chr1,211918328,212004114
202652_at,APBB1,chr11,6416354,6440300
202653_s_at,MARCH7,chr2,160569009,160625084
202654_x_at,MARCH7,chr2,160569009,160624344
202655_at,MANF,chr3,51422486,51426775
202656_s_at,SERTAD2,chr2,64858755,64881046
202657_s_at,SERTAD2,chr2,64858755,64881046
202658_at,PEX11B,chr1,145516382,145523731
202659_at,PSMB10,chr16,67968408,67970740
202660_at,ITPR2,chr12,26488284,26986131
202661_at,ITPR2,chr12,26488284,26986131
202662_s_at,ITPR2,chr12,26490344,26986131
202663_at,WIPF1,chr2,175424301,175499309
202664_at,WIPF1,chr2,175424301,175499309
202665_s_at,WIPF1,chr2,175426908,175499304
202666_s_at,ACTL6A,chr3,179280744,179306194
202667_s_at,SLC39A7,chr6,33168696,33172213
202668_at,EFNB2,chr13,107142097,107187462
202669_s_at,EFNB2,chr13,107144619,107187315
202670_at,MAP2K1,chr15,66679288,66784758
202671_s_at,LOC105372824,chr21,45139169,45175959
